Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
751-000361,B,Yangon,Member,Male,Book and media,34.78,2,0.0596,73.71,03/09/2022,22:31:21,Cash,22.61,69.32,51.1,4.4
751-000362,C,Naypyidaw,Normal,Male,Home and lifestyle,218.8,5,0.0859,1187.97,04/09/2022,09:42:56,Cash,412.11,65.31,775.86,8.9
751-000363,A,Yangon,Normal,Male,Electronic accessories,417.86,3,0.0832,1357.88,04/09/2022,12:08:30,E wallet,742.08,45.35,615.8,5.8
751-000364,B,Yangon,Normal,Female,Sports and outdoors,404.77,2,0.0672,863.94,06/09/2022,06:08:12,E wallet,283.89,67.14,580.05,7.3
751-000365,B,Naypyidaw,Normal,Male,Food and beverages,119.92,1,0.051,126.04,06/09/2022,02:34:32,Cash,62.74,50.22,63.3,5.7
751-000366,A,Mandalay,Member,Female,Clothing and accessories,120.78,3,0.0845,392.96,07/09/2022,20:30:51,E wallet,191.33,51.31,201.63,7.7
751-000367,C,Yangon,Member,Male,Food and beverages,410.48,1,0.0973,450.42,08/09/2022,01:31:56,Cash,147.78,67.19,302.64,6.1
751-000368,A,Naypyidaw,Normal,Male,Book and media,465.9,1,0.0816,503.92,09/09/2022,02:14:55,E wallet,222.23,55.9,281.69,
751-000369,C,Yangon,Normal,Male,Food and beverages,56.73,1,0.0718,60.8,09/09/2022,05:44:20,Cash,33.97,44.13,26.83,4.2
751-000370,B,Yangon,Member,Female,Electronic accessories,230.53,8,0.0763,1984.96,10/09/2022,00:31:51,Cash,971.24,51.07,1013.72,4.9
751-000371,C,Mandalay,Normal,Female,Electronic accessories,175.35,3,0.06,557.61,10/09/2022,18:32:27,Cash,213.79,61.66,343.82,9.5
751-000372,B,Yangon,Member,Male,Health and beauty,436.64,1,0.0875,474.85,10/09/2022,20:53:33,Credit card,260.08,45.23,214.77,10.0
751-000373,A,Naypyidaw,Normal,Female,Clothing and accessories,50.93,7,0.0873,387.63,10/09/2022,14:13:18,E wallet,163.93,57.71,223.7,8.7
751-000374,A,Yangon,Member,Male,Health and beauty,113.45,3,0.0573,359.85,10/09/2022,10:14:05,Cash,140.85,60.86,219.0,5.7
751-000375,A,Mandalay,Normal,Female,Food and beverages,378.71,8,0.0939,3314.17,10/09/2022,19:08:36,Credit card,1646.48,50.32,1667.69,6.4
751-000376,C,Mandalay,Normal,Female,Sports and outdoors,35.13,4,0.0635,149.44,11/09/2022,19:33:37,Cash,58.55,60.82,90.89,8.4
751-000377,B,Naypyidaw,Member,Male,Health and beauty,251.34,4,0.0991,1104.99,11/09/2022,17:27:54,Credit card,369.84,66.53,735.15,9.8
751-000378,A,Mandalay,Normal,Male,Health and beauty,226.63,5,0.0691,1211.45,11/09/2022,18:08:31,Cash,555.33,54.16,656.12,6.7
751-000379,A,Yangon,Member,Male,Electronic accessories,173.86,6,0.0589,1104.6,13/09/2022,20:55:58,Cash,535.84,51.49,568.76,9.0
751-000380,B,Mandalay,Member,Male,Sports and outdoors,203.34,7,0.0676,1519.6,13/09/2022,05:13:27,Credit card,797.33,47.53,722.27,9.9
751-000381,A,Naypyidaw,Member,Female,Book and media,269.67,4,0.072,1156.34,14/09/2022,12:42:11,Credit card,484.16,58.13,672.18,9.2
751-000382,B,Mandalay,Member,Female,Food and beverages,89.07,8,0.0535,750.68,15/09/2022,18:18:20,E wallet,252.23,66.4,498.45,5.4
751-000383,B,Mandalay,Member,Female,Health and beauty,290.28,6,0.0789,1879.1,16/09/2022,18:23:25,E wallet,944.44,49.74,934.66,4.0
751-000384,B,Mandalay,Normal,Male,Sports and outdoors,404.66,1,0.0799,436.99,16/09/2022,12:27:45,Credit card,210.24,51.89,226.75,7.0
751-000385,B,Naypyidaw,Normal,Male,Clothing and accessories,382.48,1,0.0869,415.72,16/09/2022,17:43:35,E wallet,198.71,52.2,217.01,7.2
751-000386,B,Mandalay,Member,Female,Sports and outdoors,85.41,9,0.0515,808.28,18/09/2022,09:28:16,Credit card,349.02,56.82,459.26,5.2
751-000387,C,Mandalay,Normal,Male,Food and beverages,83.13,6,0.0771,537.24,20/09/2022,03:43:44,E wallet,285.54,46.85,251.7,5.7
751-000388,A,Yangon,Member,Female,Sports and outdoors,141.41,8,0.0526,1190.79,21/09/2022,03:09:24,Cash,420.71,64.67,770.08,8.6
751-000389,C,Naypyidaw,Normal,Female,Sports and outdoors,186.93,7,0.0851,1419.86,22/09/2022,02:46:01,E wallet,725.97,48.87,693.89,6.8
751-000390,A,Mandalay,Normal,Female,Sports and outdoors,210.14,6,0.0528,1327.41,25/09/2022,16:05:25,Cash,515.57,61.16,811.84,5.9
751-000391,C,Naypyidaw,Normal,Female,Clothing and accessories,343.05,4,0.0956,1503.38,25/09/2022,07:34:26,Cash,670.51,55.4,832.87,7.7
751-000392,B,Mandalay,Normal,Female,Health and beauty,37.77,7,0.0851,286.89,25/09/2022,17:53:00,E wallet,121.7,57.58,165.19,7.9
751-000393,A,Mandalay,Member,Male,Food and beverages,26.99,9,0.0754,261.23,26/09/2022,15:38:02,Credit card,142.66,45.39,118.57,8.6
751-000394,A,Mandalay,Member,Male,Clothing and accessories,202.04,7,0.0721,1516.25,27/09/2022,22:03:40,Cash,575.42,62.05,940.83,4.9
751-000395,C,Yangon,Normal,Male,Sports and outdoors,351.61,1,0.0565,371.48,28/09/2022,04:50:14,Cash,201.86,45.66,169.62,8.4
751-000396,C,Yangon,Normal,Female,Sports and outdoors,104.78,9,0.0645,1003.84,28/09/2022,07:37:49,E wallet,568.17,43.4,435.67,7.6
751-000397,A,Yangon,Member,Female,Health and beauty,324.34,4,0.0934,1418.53,29/09/2022,18:55:46,Credit card,618.48,56.4,800.05,4.3
751-000398,C,Naypyidaw,Normal,Female,Food and beverages,137.32,3,0.0952,451.18,30/09/2022,06:09:37,Credit card,174.7,61.28,276.48,8.7
751-000399,C,Naypyidaw,Member,Female,Electronic accessories,444.18,4,0.05,1865.56,30/09/2022,13:48:40,E wallet,1091.35,41.5,774.21,6.3
751-000400,C,Yangon,Member,Male,Clothing and accessories,448.89,4,0.0797,1938.67,01/10/2022,18:29:04,Credit card,1122.88,42.08,815.79,6.0
751-000401,B,Naypyidaw,Member,Male,Health and beauty,155.67,2,0.086,338.12,01/10/2022,22:30:06,E wallet,121.45,64.08,216.67,6.7
751-000402,B,Mandalay,Normal,Female,Food and beverages,122.7,1,0.0809,132.63,04/10/2022,18:30:51,E wallet,47.39,64.27,85.24,6.1
751-000403,C,Mandalay,Member,Female,Clothing and accessories,211.54,1,0.0541,222.98,04/10/2022,06:23:33,E wallet,117.38,47.36,105.6,6.0
751-000404,C,Mandalay,Normal,Female,Sports and outdoors,127.86,8,0.0609,1085.17,04/10/2022,22:47:44,Cash,450.78,58.46,634.39,8.8
751-000405,B,Yangon,Member,Male,Food and beverages,339.47,2,0.0625,721.37,04/10/2022,07:05:37,Cash,336.88,53.3,384.49,4.7
751-000406,B,Naypyidaw,Normal,Male,Food and beverages,414.77,5,0.0916,2263.81,04/10/2022,08:35:26,Cash,928.61,58.98,1335.2,9.8
751-000407,A,Yangon,Normal,Male,Book and media,339.82,4,0.0732,1458.78,06/10/2022,10:04:56,E wallet,497.59,65.89,961.19,7.3
751-000408,A,Naypyidaw,Normal,Female,Food and beverages,413.93,8,0.0743,3557.48,07/10/2022,16:51:06,Cash,2049.11,42.4,1508.37,5.1
751-000409,B,Mandalay,Member,Female,Electronic accessories,204.53,2,0.0967,448.62,07/10/2022,14:56:14,Cash,164.46,63.34,284.16,4.8
751-000410,C,Yangon,Member,Male,Food and beverages,86.6,9,0.0819,843.23,08/10/2022,13:12:10,Cash,381.22,54.79,462.01,7.5
751-000411,C,Naypyidaw,Normal,Female,Electronic accessories,371.6,7,0.0949,2848.05,09/10/2022,12:25:21,E wallet,1226.94,56.92,1621.11,7.8
751-000412,C,Naypyidaw,Normal,Male,Sports and outdoors,186.63,7,0.0728,1401.52,09/10/2022,08:41:03,E wallet,565.93,59.62,835.59,4.3
751-000413,C,Mandalay,Normal,Female,Electronic accessories,338.92,1,0.0575,358.41,10/10/2022,16:45:55,E wallet,115.84,67.68,242.57,5.5
751-000414,A,Yangon,Member,Male,Clothing and accessories,142.62,2,0.0965,312.77,10/10/2022,17:42:15,Cash,182.34,41.7,130.43,8.8
751-000415,B,Yangon,Member,Female,Sports and outdoors,49.8,4,0.0729,213.72,11/10/2022,00:28:38,Credit card,126.35,40.88,87.37,4.3
751-000416,C,Yangon,Member,Male,Sports and outdoors,496.37,4,0.0591,2102.82,12/10/2022,09:08:58,Cash,1149.19,45.35,953.63,9.1
751-000417,A,Mandalay,Member,Male,Electronic accessories,86.54,3,0.0651,276.52,12/10/2022,02:53:54,Cash,84.09,69.59,192.43,7.9
751-000418,C,Yangon,Normal,Male,Health and beauty,494.33,7,0.0525,3641.98,15/10/2022,13:57:24,E wallet,1403.98,61.45,2238.0,6.6
751-000419,B,Mandalay,Normal,Male,Home and lifestyle,488.87,8,0.0734,4198.02,16/10/2022,14:01:23,E wallet,1744.7,58.44,2453.32,6.1
751-000420,A,Mandalay,Member,Male,Food and beverages,398.97,10,0.0927,8719.1,16/10/2022,13:47:06,Cash,510.85,41.41,361.06,4.1
751-000421,B,Mandalay,Member,Male,Book and media,333.12,4,0.0967,1461.33,16/10/2022,03:49:23,Cash,491.45,66.37,969.88,9.0
751-000422,B,Naypyidaw,Normal,Female,Home and lifestyle,293.13,3,0.0966,964.34,21/10/2022,04:37:29,Credit card,343.5,64.38,620.84,4.9
751-000423,A,Yangon,Member,Female,Food and beverages,434.39,2,0.0563,917.69,23/10/2022,06:14:25,Credit card,367.63,59.94,550.06,5.9
751-000424,A,Yangon,Member,Female,Food and beverages,151.83,6,0.0691,973.93,25/10/2022,00:55:03,E wallet,485.31,50.17,488.62,7.4
751-000425,A,Mandalay,Member,Male,Sports and outdoors,239.16,4,0.0514,1005.81,27/10/2022,00:42:49,Credit card,582.16,42.12,423.65,5.5
751-000426,A,Mandalay,Member,Male,Food and beverages,313.5,6,0.0928,2055.56,28/10/2022,13:21:10,Credit card,875.67,57.4,1179.89,7.0
751-000427,A,Yangon,Member,Female,Book and media,211.48,2,0.0679,451.68,29/10/2022,09:58:16,E wallet,173.49,61.59,278.19,8.9
751-000428,A,Mandalay,Member,Male,Food and beverages,219.47,4,0.0816,949.52,29/10/2022,03:55:46,Credit card,542.84,42.83,406.68,6.8
751-000429,A,Yangon,Normal,Male,Electronic accessories,171.84,6,0.0857,1119.4,30/10/2022,15:20:12,Cash,458.84,59.01,660.56,9.7
751-000430,C,Naypyidaw,Member,Male,Home and lifestyle,286.47,5,0.0715,1534.76,30/10/2022,08:10:10,Credit card,789.02,48.59,745.74,9.1
751-000431,B,Mandalay,Member,Male,Electronic accessories,426.78,3,0.0653,1363.95,31/10/2022,05:00:53,E wallet,505.62,62.93,858.33,6.0
751-000432,A,Yangon,Normal,Male,Book and media,108.75,8,0.0981,955.35,01/11/2022,05:12:21,Cash,418.54,56.19,536.81,6.4
751-000433,C,Mandalay,Normal,Female,Food and beverages,467.87,7,0.0982,3596.7,01/11/2022,21:36:46,Credit card,2018.83,43.87,1577.87,6.5
751-000434,C,Yangon,Normal,Female,Clothing and accessories,347.65,3,0.0645,1110.22,02/11/2022,17:51:13,Cash,490.72,55.8,619.5,7.8
751-000435,C,Yangon,Member,Female,Book and media,413.4,6,0.074,2663.95,02/11/2022,14:57:04,Cash,1282.16,51.87,1381.79,5.7
751-000436,B,Mandalay,Normal,Female,Sports and outdoors,282.53,4,0.0986,1241.55,04/11/2022,03:31:33,Credit card,677.76,45.41,563.79,9.8
751-000437,A,Naypyidaw,Member,Female,Electronic accessories,391.96,5,0.0502,2058.18,05/11/2022,06:41:47,Credit card,715.22,65.25,1342.96,7.7
751-000438,C,Yangon,Member,Male,Electronic accessories,17.94,5,0.0706,96.03,08/11/2022,09:49:16,E wallet,57.3,40.33,38.73,6.4
751-000439,B,Yangon,Member,Male,Health and beauty,411.01,7,0.055,3035.31,10/11/2022,20:12:00,E wallet,1537.08,49.36,1498.23,7.9
751-000440,B,Yangon,Normal,Male,Food and beverages,29.67,5,0.0755,159.55,10/11/2022,00:46:32,Cash,95.12,40.38,64.43,6.4
751-000441,B,Naypyidaw,Normal,Male,Sports and outdoors,446.06,3,0.0512,1406.69,11/11/2022,05:24:25,E wallet,803.5,42.88,603.19,8.9
751-000442,C,Naypyidaw,Normal,Female,Clothing and accessories,496.06,5,0.0703,2654.67,12/11/2022,12:58:27,Cash,1356.27,48.91,1298.4,7.4
751-000443,A,Mandalay,Normal,Female,Electronic accessories,154.09,7,0.061,1144.43,12/11/2022,00:36:40,Cash,668.0,41.63,476.43,4.3
751-000444,C,Naypyidaw,Normal,Female,Electronic accessories,113.06,5,0.0767,608.66,14/11/2022,16:47:07,E wallet,256.25,57.9,352.41,5.1
751-000445,C,Mandalay,Member,Male,Sports and outdoors,385.03,5,0.0998,2117.28,15/11/2022,16:46:55,E wallet,1215.11,42.61,902.17,9.2
751-000446,A,Mandalay,Member,Female,Book and media,133.98,9,0.09,1314.34,16/11/2022,00:11:04,E wallet,511.94,61.05,802.4,
751-000447,A,Naypyidaw,Member,Male,Book and media,434.13,3,0.0923,1422.6,16/11/2022,05:24:00,Credit card,831.08,41.58,591.52,9.7
751-000448,A,Mandalay,Member,Female,Food and beverages,60.39,6,0.0818,391.98,17/11/2022,00:31:41,Cash,228.21,41.78,163.77,4.4
751-000449,B,Naypyidaw,Normal,Female,Health and beauty,71.72,1,0.0521,75.46,17/11/2022,09:02:48,Cash,38.36,49.16,37.1,5.8
751-000450,A,Mandalay,Normal,Male,Electronic accessories,489.78,5,0.0603,2596.57,18/11/2022,18:42:28,Cash,859.46,66.9,1737.11,5.2
751-000451,C,Naypyidaw,Member,Male,Health and beauty,340.18,8,0.0963,2983.51,19/11/2022,17:01:08,E wallet,1216.08,59.24,1767.43,7.3
751-000452,A,Naypyidaw,Normal,Female,Book and media,424.97,5,0.0683,2269.98,19/11/2022,16:45:35,E wallet,837.62,63.1,1432.36,
751-000453,C,Mandalay,Normal,Female,Book and media,168.92,9,0.0552,1604.2,21/11/2022,16:48:11,E wallet,894.34,44.25,709.86,4.9
751-000454,B,Yangon,Member,Male,Home and lifestyle,341.48,6,0.0851,2223.24,22/11/2022,19:49:02,E wallet,777.69,65.02,1445.55,7.9
751-000455,C,Mandalay,Member,Female,Clothing and accessories,301.18,8,0.065,2566.05,22/11/2022,10:56:49,E wallet,1533.47,40.24,1032.58,7.2
751-000456,C,Naypyidaw,Normal,Female,Food and beverages,305.54,8,0.0634,2599.29,23/11/2022,03:16:49,Credit card,1393.48,46.39,1205.81,5.6
751-000457,A,Yangon,Normal,Male,Home and lifestyle,344.44,3,0.0999,1136.55,26/11/2022,04:45:41,E wallet,471.9,58.48,664.65,6.9
751-000458,A,Mandalay,Member,Female,Clothing and accessories,291.93,7,0.0929,2233.35,26/11/2022,14:32:15,Cash,1088.53,51.26,1144.82,8.5
751-000459,C,Mandalay,Member,Male,Home and lifestyle,220.24,7,0.0704,1650.21,27/11/2022,10:54:19,E wallet,502.82,69.53,1147.39,5.2
751-000460,A,Mandalay,Member,Female,Home and lifestyle,145.2,6,0.099,957.45,27/11/2022,05:23:53,Cash,565.76,40.91,391.69,5.8
751-000461,B,Yangon,Normal,Male,Food and beverages,386.6,7,0.0825,2929.46,01/12/2022,15:29:33,E wallet,880.01,69.96,2049.45,6.1
751-000462,B,Naypyidaw,Member,Female,Food and beverages,120.87,2,0.0871,262.8,01/12/2022,00:23:23,E wallet,108.51,58.71,154.29,8.5
751-000463,A,Mandalay,Member,Male,Sports and outdoors,349.25,9,0.0516,3305.44,02/12/2022,08:21:11,Cash,1429.27,56.76,1876.17,9.1
751-000464,B,Mandalay,Normal,Female,Health and beauty,124.33,1,0.0561,131.3,03/12/2022,16:24:27,Cash,76.43,41.79,54.87,6.3
751-000465,A,Mandalay,Normal,Male,Health and beauty,316.41,1,0.0817,342.26,04/12/2022,14:29:50,Cash,177.29,48.2,164.97,5.8
751-000466,C,Mandalay,Normal,Female,Sports and outdoors,376.07,3,0.095,1235.39,04/12/2022,21:09:57,Cash,398.54,67.74,836.85,9.3
751-000467,C,Mandalay,Normal,Female,Sports and outdoors,117.17,3,0.0812,380.05,04/12/2022,11:45:30,Credit card,187.63,50.63,192.42,10.0
751-000468,B,Naypyidaw,Normal,Female,Book and media,39.37,1,0.0567,41.6,05/12/2022,08:58:44,Cash,16.7,59.85,24.9,8.0
751-000469,A,Naypyidaw,Member,Female,Clothing and accessories,74.18,7,0.0558,548.23,06/12/2022,02:52:45,E wallet,164.58,69.98,383.65,9.9
751-000470,A,Mandalay,Member,Female,Home and lifestyle,306.94,4,0.0922,1340.96,06/12/2022,20:09:15,E wallet,698.77,47.89,642.19,8.0
751-000471,B,Yangon,Normal,Female,Sports and outdoors,426.23,10,0.057,9010.5,07/12/2022,06:03:26,Credit card,384.93,57.28,516.12,8.4
751-000472,C,Naypyidaw,Normal,Female,Electronic accessories,32.05,5,0.076,172.43,08/12/2022,19:54:24,Cash,67.44,60.89,104.99,6.3
751-000473,B,Yangon,Normal,Female,Health and beauty,369.73,6,0.0519,2333.51,08/12/2022,10:47:19,E wallet,1284.83,44.94,1048.68,6.6
751-000474,C,Naypyidaw,Normal,Female,Sports and outdoors,177.25,9,0.054,1681.39,08/12/2022,03:53:53,Credit card,933.84,44.46,747.55,4.9
751-000475,A,Mandalay,Normal,Male,Electronic accessories,244.48,4,0.0836,1059.67,10/12/2022,22:16:44,E wallet,490.73,53.69,568.94,8.9
751-000476,C,Naypyidaw,Member,Male,Electronic accessories,465.14,2,0.0845,1008.89,10/12/2022,10:29:34,Credit card,488.61,51.57,520.28,9.6
751-000477,B,Mandalay,Member,Female,Electronic accessories,172.67,5,0.0671,921.28,12/12/2022,08:37:21,Credit card,355.34,61.43,565.94,7.7
751-000478,A,Naypyidaw,Member,Male,Book and media,238.02,3,0.0608,757.47,12/12/2022,20:42:47,Cash,438.65,42.09,318.82,6.1
751-000479,B,Mandalay,Member,Female,Book and media,16.7,2,0.0907,36.43,12/12/2022,18:26:36,Credit card,11.24,69.16,25.19,4.9
751-000480,B,Mandalay,Normal,Female,Electronic accessories,49.98,1,0.0609,53.02,12/12/2022,13:48:34,E wallet,31.58,40.43,21.44,5.6
751-000481,C,Mandalay,Member,Male,Clothing and accessories,136.71,2,0.0771,294.5,12/12/2022,03:15:15,E wallet,123.57,58.04,170.93,5.5
751-000482,B,Mandalay,Normal,Female,Book and media,23.65,6,0.0984,155.86,14/12/2022,20:25:56,Cash,67.21,56.88,88.65,7.7
751-000483,C,Yangon,Normal,Female,Home and lifestyle,319.37,8,0.0574,2701.61,14/12/2022,03:18:57,Cash,1511.82,44.04,1189.79,9.7
751-000484,A,Mandalay,Normal,Male,Electronic accessories,218.94,3,0.097,720.53,14/12/2022,16:44:25,Credit card,399.68,44.53,320.85,4.3
751-000485,C,Yangon,Member,Male,Home and lifestyle,278.59,9,0.0591,2655.49,14/12/2022,21:54:57,Cash,961.82,63.78,1693.67,4.0
751-000486,A,Yangon,Normal,Female,Home and lifestyle,95.58,9,0.0784,927.66,15/12/2022,00:43:35,E wallet,309.56,66.63,618.1,7.6
751-000487,C,Mandalay,Member,Male,Electronic accessories,155.01,2,0.0689,331.38,15/12/2022,10:36:01,E wallet,170.69,48.49,160.69,5.7
751-000488,B,Yangon,Member,Male,Health and beauty,335.27,40,0.0982,29455.5,16/12/2022,16:39:37,Cash,1380.28,53.14,1565.27,9.3
751-000489,C,Naypyidaw,Normal,Female,Clothing and accessories,483.0,5,0.0637,2568.84,16/12/2022,20:08:12,Cash,1267.72,50.65,1301.12,6.0
751-000490,C,Mandalay,Normal,Male,Electronic accessories,34.7,4,0.07,148.52,16/12/2022,10:15:15,Cash,85.87,42.18,62.65,5.7
751-000491,A,Yangon,Normal,Male,Electronic accessories,446.29,5,0.0991,2452.59,16/12/2022,01:41:43,Credit card,976.13,60.2,1476.46,5.6
751-000492,B,Mandalay,Member,Female,Book and media,292.67,4,0.0768,1260.59,20/12/2022,07:42:41,Credit card,444.23,64.76,816.36,4.9
751-000493,C,Mandalay,Normal,Male,Electronic accessories,286.32,8,0.0751,2462.58,23/12/2022,12:56:16,E wallet,1252.22,49.15,1210.36,7.5
751-000494,B,Mandalay,Member,Male,Health and beauty,255.14,4,0.0629,1084.75,24/12/2022,06:23:02,Credit card,328.57,69.71,756.18,5.0
751-000495,C,Yangon,Normal,Female,Book and media,44.0,6,0.0851,286.47,25/12/2022,19:12:18,Credit card,165.35,42.28,121.12,6.5
751-000496,C,Naypyidaw,Normal,Female,Food and beverages,54.04,2,0.0507,113.56,26/12/2022,06:08:18,Credit card,45.59,59.85,67.97,6.8
751-000497,B,Naypyidaw,Member,Female,Food and beverages,304.45,5,0.0525,1602.17,27/12/2022,12:53:39,Credit card,745.81,53.45,856.36,4.1
751-000498,C,Yangon,Member,Male,Home and lifestyle,177.07,6,0.08,1147.41,29/12/2022,21:17:22,E wallet,534.69,53.4,612.72,4.1
751-000499,B,Mandalay,Member,Female,Clothing and accessories,459.46,5,0.0671,2451.45,31/12/2022,01:49:49,Cash,1134.29,53.73,1317.16,7.1
751-000500,C,Yangon,Member,Female,Home and lifestyle,209.23,2,0.0977,459.34,31/12/2022,10:30:32,E wallet,239.96,47.76,219.38,8.2
751-000501,A,Yangon,Member,Male,Health and beauty,80.21,7,0.0952,614.92,31/12/2022,13:15:10,Credit card,236.93,61.47,377.99,9.7
751-000502,B,Yangon,Member,Female,Sports and outdoors,360.21,4,0.0857,1564.32,02/01/2023,00:06:30,Cash,599.92,61.65,964.4,5.1
751-000503,C,Mandalay,Normal,Female,Clothing and accessories,153.74,8,0.0909,1341.72,02/01/2023,15:45:46,Cash,691.39,48.47,650.33,4.6
751-000504,C,Yangon,Normal,Female,Food and beverages,267.48,7,0.0834,2028.51,04/01/2023,13:27:52,Cash,708.76,65.06,1319.75,4.3
751-000505,A,Mandalay,Member,Female,Home and lifestyle,351.94,7,0.0563,2602.28,04/01/2023,10:15:18,E wallet,1313.89,49.51,1288.39,6.6
751-000506,B,Yangon,Normal,Male,Food and beverages,451.13,9,0.0883,4418.68,04/01/2023,16:58:25,Cash,1690.15,61.75,2728.53,7.7
751-000507,C,Naypyidaw,Member,Female,Health and beauty,398.17,1,0.0605,422.26,05/01/2023,05:42:48,E wallet,238.03,43.63,184.23,
751-000508,A,Yangon,Normal,Female,Health and beauty,341.42,6,0.0662,2184.13,08/01/2023,08:49:16,E wallet,1199.96,45.06,984.17,8.1
751-000509,C,Yangon,Normal,Male,Sports and outdoors,343.02,6,0.091,2245.41,08/01/2023,11:22:53,Credit card,1134.61,49.47,1110.8,5.3
751-000510,B,Naypyidaw,Member,Female,Sports and outdoors,473.5,6,0.0768,3059.19,08/01/2023,21:04:42,Credit card,1290.37,57.82,1768.82,6.8
751-000511,C,Mandalay,Member,Male,Book and media,154.95,6,0.093,1016.16,08/01/2023,03:58:35,Cash,412.87,59.37,603.29,9.5
751-000512,C,Mandalay,Member,Male,Clothing and accessories,10.54,7,0.0607,78.26,09/01/2023,02:57:23,Cash,37.65,51.89,40.61,6.0
751-000513,C,Yangon,Normal,Male,Health and beauty,143.26,6,0.0804,928.67,09/01/2023,22:56:16,Credit card,535.47,42.34,393.2,7.0
751-000514,C,Naypyidaw,Member,Female,Home and lifestyle,116.77,1,0.0542,123.1,09/01/2023,06:25:03,E wallet,60.06,51.21,63.04,9.8
751-000515,A,Mandalay,Normal,Male,Food and beverages,334.3,3,0.0822,1085.34,10/01/2023,22:44:11,E wallet,426.97,60.66,658.37,8.4
751-000516,A,Yangon,Member,Male,Electronic accessories,320.52,2,0.0881,697.52,11/01/2023,00:20:18,Credit card,278.1,60.13,419.42,8.5
751-000517,B,Naypyidaw,Normal,Male,Sports and outdoors,300.8,6,0.0792,1947.74,12/01/2023,20:51:17,E wallet,1074.96,44.81,872.78,5.5
751-000518,A,Mandalay,Normal,Female,Electronic accessories,17.96,8,0.0633,152.77,12/01/2023,10:51:02,Credit card,91.31,40.23,61.46,6.5
751-000519,A,Mandalay,Member,Female,Home and lifestyle,367.1,3,0.0516,1158.13,14/01/2023,16:43:31,Credit card,433.26,62.59,724.87,4.5
751-000520,B,Naypyidaw,Normal,Female,Sports and outdoors,168.53,8,0.056,1423.74,15/01/2023,09:39:14,Cash,808.83,43.19,614.91,7.6
751-000521,A,Naypyidaw,Normal,Female,Electronic accessories,335.88,8,0.0811,2904.96,15/01/2023,04:03:57,Cash,1671.22,42.47,1233.74,4.6
751-000522,A,Naypyidaw,Member,Female,Clothing and accessories,282.72,5,0.0967,1550.3,19/01/2023,20:51:50,Credit card,928.94,40.08,621.36,9.0
751-000523,B,Naypyidaw,Normal,Female,Home and lifestyle,177.94,8,0.0603,1509.36,20/01/2023,20:03:14,Cash,709.7,52.98,799.66,8.9
751-000524,B,Yangon,Member,Female,Food and beverages,75.94,6,0.0868,495.19,20/01/2023,16:43:02,Credit card,222.34,55.1,272.85,7.2
751-000525,B,Naypyidaw,Member,Male,Clothing and accessories,56.27,5,0.0933,307.6,20/01/2023,09:46:41,E wallet,125.72,59.13,181.88,4.8
751-000526,C,Mandalay,Member,Male,Home and lifestyle,417.44,9,0.076,4042.49,21/01/2023,22:17:00,E wallet,2066.52,48.88,1975.97,4.2
751-000527,C,Mandalay,Member,Male,Book and media,460.01,7,0.0835,3488.95,21/01/2023,02:52:57,E wallet,1349.87,61.31,2139.08,8.8
751-000528,B,Yangon,Normal,Male,Sports and outdoors,328.4,8,0.0908,2865.75,21/01/2023,11:00:02,E wallet,1573.87,45.08,1291.88,7.6
751-000529,B,Mandalay,Normal,Female,Health and beauty,60.68,1,0.063,64.5,21/01/2023,02:36:18,Credit card,22.6,64.96,41.9,8.3
751-000530,B,Mandalay,Normal,Male,Food and beverages,206.99,2,0.0648,440.81,22/01/2023,00:35:28,E wallet,188.84,57.16,251.97,5.8
751-000531,C,Naypyidaw,Member,Male,Clothing and accessories,367.18,8,0.05,3084.31,22/01/2023,03:48:13,E wallet,1310.21,57.52,1774.1,7.1
751-000532,C,Mandalay,Normal,Male,Clothing and accessories,392.11,9,0.0982,3875.54,23/01/2023,17:26:32,E wallet,2081.55,46.29,1793.99,8.5
751-000533,A,Yangon,Normal,Male,Electronic accessories,67.93,4,0.0959,297.78,23/01/2023,21:47:02,E wallet,172.06,42.22,125.72,6.8
751-000534,A,Naypyidaw,Member,Female,Sports and outdoors,10.02,9,0.0882,98.13,24/01/2023,22:20:40,Credit card,45.2,53.94,52.93,7.6
751-000535,B,Naypyidaw,Member,Female,Health and beauty,358.95,4,0.054,1513.33,25/01/2023,22:03:20,E wallet,628.49,58.47,884.84,8.7
751-000536,C,Yangon,Normal,Female,Home and lifestyle,184.73,9,0.0724,1782.94,25/01/2023,04:42:30,Cash,1018.95,42.85,763.99,5.3
751-000537,C,Naypyidaw,Member,Male,Health and beauty,134.7,7,0.0551,994.85,27/01/2023,20:25:40,Cash,313.18,68.52,681.67,4.4
751-000538,C,Naypyidaw,Member,Female,Sports and outdoors,16.32,2,0.0508,34.3,27/01/2023,02:37:23,Cash,10.49,69.41,23.81,7.2
751-000539,B,Yangon,Member,Male,Sports and outdoors,274.75,9,0.0808,2672.55,27/01/2023,10:40:28,Cash,1166.3,56.36,1506.25,4.4
751-000540,A,Naypyidaw,Member,Female,Book and media,427.06,4,0.098,1875.65,28/01/2023,14:54:02,Cash,590.83,68.5,1284.82,8.6
751-000541,B,Yangon,Normal,Female,Book and media,479.24,8,0.0951,4198.53,28/01/2023,00:51:53,Cash,2293.24,45.38,1905.29,8.3
